date,rating,country,employee_status,position_level,function_area,recommender_bin,perspective_commerciale_bin,approbation_pdg_bin,employee_status_label,year
2014-12-14,5.0,United States,0,Associate,Tax,1,0,1,Former,2014
2015-01-03,4.0,United States,1,Associate,Tax,,1,1,Current,2015
2015-01-08,5.0,Turkey,1,Associate,Other,1,1,,Current,2015
2015-01-28,4.0,Hong Kong,1,Intern,Consulting–Advisory,1,1,1,Current,2015
2015-02-04,4.0,Portugal,0,Senior Associate,Audit–Assurance,1,-1,0,Former,2015
2015-03-31,5.0,United States,0,,Audit–Assurance,,1,0,Former,2015
2015-05-04,3.0,India,0,Associate,Other,1,0,1,Former,2015
2015-05-05,4.0,United States,1,Associate,Tax,1,1,,Current,2015
2015-05-13,4.0,Canada,1,Senior Associate,Audit–Assurance,1,1,0,Current,2015
2015-05-26,3.0,United States,1,,Risk,1,1,,Current,2015
2015-05-27,4.0,United States,0,,Audit–Assurance,,,,Former,2015
2015-06-04,4.0,United States,1,Associate,Tech–IT–Data,1,1,,Current,2015
2015-06-05,5.0,Other,0,,Other,1,,1,Former,2015
2015-06-17,3.0,India,1,,Other,1,-1,,Current,2015
2015-06-21,5.0,Other,0,Associate,Audit–Assurance,,1,,Former,2015
2015-06-30,5.0,United States,1,Associate,Tax,,1,,Current,2015
2015-07-01,4.0,United States,1,Manager,Consulting–Advisory,1,1,1,Current,2015
2015-07-06,4.0,United States,1,Senior Associate,Other,,1,,Current,2015
2015-07-09,3.0,United States,0,Associate,Other,,,,Former,2015
2015-07-12,4.0,United States,1,Associate,Consulting–Advisory,1,0,,Current,2015
2015-08-08,3.0,India,1,Senior Associate,Other,,,,Current,2015
2015-08-13,3.0,United States,0,,Other,,,,Former,2015
2015-08-16,5.0,Kazakhstan,1,Associate,Audit–Assurance,1,1,1,Current,2015
2015-08-19,3.0,Brazil,1,,Other,,,,Current,2015
2015-08-21,3.0,United States,1,,Other,,1,1,Current,2015
2015-08-24,5.0,United Kingdom,1,Manager,Other,1,1,1,Current,2015
2015-09-02,3.0,United States,1,,Other,1,0,1,Current,2015
2015-09-04,5.0,United States,0,,Other,,0,0,Former,2015
2015-09-04,5.0,Russia,1,Manager,Other,1,1,,Current,2015
2015-09-09,4.0,United Kingdom,1,Associate,Tax,1,1,,Current,2015
2015-09-15,2.0,United States,0,Senior Associate,Consulting–Advisory,,1,0,Former,2015
2015-09-15,5.0,United States,1,Associate,Consulting–Advisory,1,1,,Current,2015
2015-09-17,4.0,India,1,Associate,Other,1,1,,Current,2015
2015-10-12,4.0,United States,1,Associate,Other,1,1,1,Current,2015
2015-10-20,3.0,China,0,Associate,Audit–Assurance,1,0,,Former,2015
2015-10-26,5.0,United States,1,Associate,Audit–Assurance,,,,Current,2015
2015-10-29,4.0,United States,0,Manager,Other,,1,0,Former,2015
2015-10-29,4.0,Australia,1,,Other,1,1,,Current,2015
2015-10-30,2.0,United States,1,Senior Associate,Audit–Assurance,-1,0,-1,Current,2015
2015-11-16,5.0,India,1,,Other,1,1,,Current,2015
2015-11-21,2.0,Other,1,Associate,Other,,0,,Current,2015
2015-11-29,3.0,United States,1,Manager,Other,,1,0,Current,2015
2015-12-01,4.0,United States,1,,Audit–Assurance,1,1,,Current,2015
2015-12-03,5.0,Luxembourg,0,Intern,Audit–Assurance,1,1,1,Former,2015
2015-12-03,5.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2015
2015-12-07,5.0,Other,1,Associate,Audit–Assurance,,,,Current,2015
2015-12-09,4.0,United States,1,Associate,Other,1,1,1,Current,2015
2015-12-10,4.0,United States,1,Senior Manager,Other,,,,Current,2015
2016-01-20,3.0,Spain,0,Associate,Other,,,,Former,2016
2016-02-14,5.0,India,1,Associate,Other,1,1,1,Current,2016
2016-03-05,3.0,United Arab Emirates,1,Manager,Other,,,,Current,2016
2016-03-13,5.0,United States,0,,Other,,0,,Former,2016
2016-03-24,3.0,United States,0,Associate,Other,,1,,Former,2016
2016-03-27,5.0,Malaysia,1,Associate,Audit–Assurance,1,1,1,Current,2016
2016-04-14,3.0,Saudi Arabia,1,Senior Associate,Audit–Assurance,1,1,1,Current,2016
2016-04-19,4.0,United Kingdom,0,,Other,-1,-1,0,Former,2016
2016-04-19,3.0,United States,1,Senior Associate,Other,1,1,0,Current,2016
2016-05-04,1.0,United Kingdom,0,,Other,-1,,,Former,2016
2016-05-16,2.0,India,0,Associate,Other,,0,1,Former,2016
2016-05-18,4.0,United Kingdom,1,Manager,Other,,1,1,Current,2016
2016-05-29,5.0,Malaysia,1,Associate,Tax,1,1,1,Current,2016
2016-06-02,3.0,Singapore,1,Associate,Tax,,,,Current,2016
2016-06-05,3.0,Kenya,1,,Other,,,,Current,2016
2016-07-12,5.0,United Kingdom,1,,Audit–Assurance,1,1,1,Current,2016
2016-07-21,4.0,Hungary,1,Senior Associate,Audit–Assurance,,0,-1,Current,2016
2016-08-18,4.0,United States,0,Manager,Tax,1,,0,Former,2016
2016-08-25,2.0,Australia,0,Senior Associate,Consulting–Advisory,-1,0,,Former,2016
2016-09-05,4.0,United States,0,Intern,Audit–Assurance,1,1,,Former,2016
2016-09-10,4.0,South Africa,1,Director,Other,1,1,,Current,2016
2016-09-29,2.0,Other,1,,Other,-1,-1,1,Current,2016
2016-10-05,4.0,United States,1,,Other,1,-1,1,Current,2016
2016-10-10,4.0,United States,0,Director,Other,,1,0,Former,2016
2016-12-03,4.0,Germany,0,Intern,Other,1,1,0,Former,2016
2016-12-06,4.0,Poland,1,,Other,,-1,0,Current,2016
2016-12-06,4.0,Brazil,0,Manager,Audit–Assurance,,0,0,Former,2016
2016-12-07,5.0,United Kingdom,1,Manager,Other,1,0,1,Current,2016
2016-12-18,4.0,United States,0,,Other,1,0,1,Former,2016
2017-01-02,5.0,United States,1,Senior Associate,Other,1,1,1,Current,2017
2017-01-11,3.0,Hong Kong,1,Associate,Other,,,,Current,2017
2017-01-23,3.0,United Kingdom,0,Associate,Other,,,,Former,2017
2017-01-29,5.0,United States,0,Intern,Other,1,1,0,Former,2017
2017-02-14,4.0,Other,1,Associate,Other,1,0,0,Current,2017
2017-02-16,5.0,Italy,0,Intern,Other,,1,1,Former,2017
2017-02-19,4.0,United States,0,,Other,1,1,1,Former,2017
2017-02-27,5.0,United States,1,,Other,,,,Current,2017
2017-03-03,5.0,United States,1,Associate,Audit–Assurance,,1,1,Current,2017
2017-03-08,4.0,New Zealand,0,Senior Manager,Other,,0,0,Former,2017
2017-03-12,4.0,Russia,0,,Other,1,0,0,Former,2017
2017-03-16,4.0,United Kingdom,1,Senior Associate,Support (HR/Ops/Finance),1,1,,Current,2017
2017-03-20,5.0,United States,1,Manager,Other,1,0,,Current,2017
2017-03-21,3.0,China,0,Associate,Audit–Assurance,,,,Former,2017
2017-03-27,3.0,Singapore,1,Intern,Other,-1,1,0,Current,2017
2017-03-27,4.0,United States,1,Associate,Tax,1,1,1,Current,2017
2017-03-29,5.0,India,1,Associate,Audit–Assurance,1,1,,Current,2017
2017-03-30,3.0,United States,1,,Other,,-1,,Current,2017
2017-03-30,4.0,United States,1,,Other,,,,Current,2017
2017-04-28,4.0,Kazakhstan,0,,Other,,,,Former,2017
2017-05-01,3.0,United States,1,Senior Associate,Other,-1,1,0,Current,2017
2017-05-09,3.0,United Kingdom,1,Manager,Consulting–Advisory,1,0,0,Current,2017
2017-05-09,4.0,Sweden,1,Senior Associate,Other,,,,Current,2017
2017-05-10,4.0,United Kingdom,1,Senior Manager,Other,1,1,1,Current,2017
2017-05-17,3.0,Turkey,0,Associate,Tax,1,,,Former,2017
2017-05-17,4.0,United States,1,Associate,Other,,1,,Current,2017
2017-05-20,4.0,Pakistan,0,,Other,,,,Former,2017
2017-05-20,4.0,Other,0,Senior Associate,Audit–Assurance,,0,0,Former,2017
2017-05-21,4.0,Kenya,0,Associate,Other,1,0,1,Former,2017
2017-06-01,4.0,India,0,,Other,1,1,1,Former,2017
2017-06-02,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2017
2017-06-06,4.0,United Arab Emirates,0,Senior Associate,Audit–Assurance,,,,Former,2017
2017-06-25,2.0,United States,1,Senior Associate,Other,-1,0,1,Current,2017
2017-06-27,1.0,India,1,Associate,Other,,-1,-1,Current,2017
2017-06-28,4.0,Australia,0,,Other,1,,1,Former,2017
2017-07-10,5.0,Australia,1,Senior Associate,Other,,,1,Current,2017
2017-07-10,5.0,United States,1,Associate,Audit–Assurance,,,0,Current,2017
2017-07-25,3.0,United States,1,Associate,Audit–Assurance,,-1,-1,Current,2017
2017-07-26,4.0,Ukraine,1,,Other,,,,Current,2017
2017-08-21,4.0,Other,1,Associate,Tech–IT–Data,1,1,1,Current,2017
2017-08-22,3.0,Other,0,,Other,-1,1,,Former,2017
2017-08-24,4.0,Other,1,Manager,Tax,1,1,0,Current,2017
2017-08-25,4.0,India,0,Associate,Other,,1,,Former,2017
2017-09-04,5.0,United Kingdom,1,Senior Associate,Other,,1,0,Current,2017
2017-09-06,4.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2017
2017-09-11,4.0,Hong Kong,1,Associate,Other,1,1,0,Current,2017
2017-09-11,4.0,China,0,Senior Associate,Other,1,1,1,Former,2017
2017-09-15,3.0,China,0,Intern,Audit–Assurance,,0,0,Former,2017
2017-09-24,4.0,United States,0,Intern,Audit–Assurance,,0,1,Former,2017
2017-09-26,5.0,Malaysia,0,Associate,Audit–Assurance,1,0,0,Former,2017
2017-10-02,4.0,Singapore,0,Intern,Audit–Assurance,1,1,0,Former,2017
2017-10-05,4.0,Indonesia,1,Senior Associate,Other,1,1,0,Current,2017
2017-10-09,4.0,India,1,Associate,Other,,,,Current,2017
2017-10-10,3.0,Australia,1,Associate,Other,1,1,1,Current,2017
2017-10-13,4.0,China,0,Intern,Other,1,1,,Former,2017
2017-10-23,4.0,United Kingdom,1,,Support (HR/Ops/Finance),,0,0,Current,2017
2017-10-24,4.0,Hong Kong,0,Intern,Audit–Assurance,-1,0,0,Former,2017
2017-11-06,5.0,United States,1,Associate,Other,,1,1,Current,2017
2017-11-13,4.0,United Kingdom,1,,Other,1,1,0,Current,2017
2017-11-20,4.0,United Arab Emirates,1,Associate,Other,,1,0,Current,2017
2017-11-24,5.0,India,1,Associate,Other,1,1,1,Current,2017
2017-11-25,3.0,United States,1,Associate,Other,-1,-1,0,Current,2017
2017-11-30,3.0,Australia,0,Associate,Risk,1,1,0,Former,2017
2017-12-02,5.0,India,0,Associate,Tech–IT–Data,1,1,1,Former,2017
2017-12-07,5.0,United States,1,,Other,1,1,1,Current,2017
2017-12-20,5.0,United States,0,Senior Associate,Other,1,1,1,Former,2017
2017-12-21,5.0,United States,1,Intern,Consulting–Advisory,1,1,1,Current,2017
2018-01-03,4.0,United States,1,Manager,Audit–Assurance,1,1,,Current,2018
2018-01-08,3.0,Spain,1,Associate,Consulting–Advisory,,0,0,Current,2018
2018-01-24,5.0,United Kingdom,0,,Other,,1,,Former,2018
2018-01-27,3.0,Singapore,1,Associate,Other,-1,0,,Current,2018
2018-02-13,5.0,United States,1,Manager,Other,1,1,0,Current,2018
2018-02-14,5.0,United States,1,,Audit–Assurance,,1,1,Current,2018
2018-02-15,3.0,Russia,0,Intern,Other,,0,0,Former,2018
2018-02-16,2.0,New Zealand,1,Senior Associate,Consulting–Advisory,,,,Current,2018
2018-02-20,4.0,Italy,1,Associate,Other,1,1,0,Current,2018
2018-02-22,5.0,United States,0,,Other,1,1,1,Former,2018
2018-02-26,5.0,Hong Kong,1,Senior Associate,Other,1,1,,Current,2018
2018-03-01,5.0,United States,1,Senior Associate,Other,1,1,0,Current,2018
2018-03-03,4.0,United States,1,Senior Associate,Other,1,1,1,Current,2018
2018-03-03,5.0,United States,0,,Audit–Assurance,,1,1,Former,2018
2018-03-05,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2018
2018-03-06,4.0,United States,1,Manager,Other,1,1,0,Current,2018
2018-03-12,4.0,Australia,1,Manager,Other,1,1,1,Current,2018
2018-03-15,5.0,United States,0,Intern,Other,,1,1,Former,2018
2018-03-21,5.0,Hong Kong,0,Intern,Support (HR/Ops/Finance),,,,Former,2018
2018-03-25,4.0,India,1,Associate,Other,,1,1,Current,2018
2018-03-29,3.0,United States,1,Senior Associate,Other,1,1,0,Current,2018
2018-04-03,5.0,Malaysia,1,Manager,Other,1,0,0,Current,2018
2018-04-10,5.0,Nigeria,1,,Other,,,,Current,2018
2018-04-30,4.0,United States,0,Associate,Other,,1,0,Former,2018
2018-05-01,4.0,United Kingdom,1,Senior Associate,Other,-1,-1,1,Current,2018
2018-05-17,5.0,United States,1,Associate,Consulting–Advisory,1,1,1,Current,2018
2018-05-18,3.0,United States,1,,Other,-1,1,1,Current,2018
2018-05-22,4.0,India,0,Associate,Tech–IT–Data,1,1,1,Former,2018
2018-05-24,4.0,United States,1,Associate,Tax,1,1,1,Current,2018
2018-06-05,4.0,United States,1,Associate,Deals–Transactions,,1,1,Current,2018
2018-06-23,3.0,United States,1,,Other,-1,0,0,Current,2018
2018-07-06,4.0,China,1,,Other,,1,1,Current,2018
2018-07-10,4.0,India,0,Associate,Other,1,1,1,Former,2018
2018-07-30,3.0,India,1,Associate,Other,1,1,,Current,2018
2018-08-13,3.0,United States,1,Director,Other,,1,1,Current,2018
2018-08-27,5.0,Ireland,0,Intern,Other,1,1,,Former,2018
2018-09-09,4.0,Hong Kong,1,Manager,Other,1,0,1,Current,2018
2018-09-19,5.0,United States,1,Intern,Audit–Assurance,1,-1,1,Current,2018
2018-09-26,4.0,Brazil,1,Associate,Tax,1,1,1,Current,2018
2018-09-27,4.0,India,0,Intern,Other,,1,,Former,2018
2018-10-02,5.0,Other,1,Manager,Other,,,,Current,2018
2018-10-04,5.0,Other,1,Senior Associate,Other,,,,Current,2018
2018-10-04,4.0,United States,0,Intern,Consulting–Advisory,,1,,Former,2018
2018-10-11,4.0,Taiwan,0,Intern,Other,1,1,1,Former,2018
2018-11-01,5.0,Nigeria,0,Senior Associate,Audit–Assurance,1,1,1,Former,2018
2018-11-03,4.0,Other,0,Intern,Other,,,,Former,2018
2018-11-06,5.0,Russia,1,Manager,Tax,1,0,0,Current,2018
2018-11-09,3.0,Italy,0,Senior Associate,Other,,,,Former,2018
2018-11-09,5.0,Singapore,1,Associate,Other,-1,-1,1,Current,2018
2018-11-21,5.0,United States,0,,Other,1,,,Former,2018
2018-12-25,3.0,India,0,Intern,Other,-1,,,Former,2018
2019-01-15,4.0,Other,1,Associate,Other,1,0,0,Current,2019
2019-01-19,3.0,India,1,Associate,Risk,,,,Current,2019
2019-01-26,5.0,Ireland,1,Senior Associate,Other,,,,Current,2019
2019-01-27,4.0,United States,1,Associate,Audit–Assurance,-1,1,1,Current,2019
2019-02-06,3.0,Other,1,Associate,Other,,,,Current,2019
2019-02-19,3.0,New Zealand,0,,Other,,,,Former,2019
2019-02-27,4.0,India,0,Senior Associate,Other,1,,1,Former,2019
2019-03-13,3.0,Spain,1,,Audit–Assurance,-1,,,Current,2019
2019-03-21,4.0,China,0,,Tax,,,,Former,2019
2019-03-28,4.0,China,0,,Other,,1,0,Former,2019
2019-04-08,4.0,India,0,Associate,Other,,1,1,Former,2019
2019-04-09,4.0,United Arab Emirates,1,Senior Associate,Other,,,,Current,2019
2019-04-12,5.0,United States,1,Senior Manager,Other,1,1,1,Current,2019
2019-05-11,5.0,Other,0,,Other,,1,,Former,2019
2019-05-16,4.0,United States,1,,Other,,1,1,Current,2019
2019-05-21,4.0,United Kingdom,1,Senior Associate,Other,1,0,-1,Current,2019
2019-05-26,3.0,United Kingdom,1,Senior Associate,Other,1,1,,Current,2019
2019-05-28,4.0,United States,1,Director,Other,,,,Current,2019
2019-06-02,4.0,Australia,0,Senior Associate,Other,1,0,1,Former,2019
2019-06-03,3.0,India,1,Manager,Tax,-1,-1,,Current,2019
2019-06-13,4.0,Italy,1,Intern,Other,,,,Current,2019
2019-06-14,4.0,Turkey,1,Associate,Other,1,1,1,Current,2019
2019-06-18,4.0,Australia,1,,Other,,1,1,Current,2019
2019-06-19,4.0,United Kingdom,1,Intern,Other,,,,Current,2019
2019-06-21,4.0,United Kingdom,1,Associate,Tech–IT–Data,,,,Current,2019
2019-06-22,5.0,United States,1,Associate,Audit–Assurance,,1,,Current,2019
2019-06-26,4.0,United Kingdom,0,Associate,Audit–Assurance,,,,Former,2019
2019-06-28,4.0,India,0,Associate,Other,,,,Former,2019
2019-07-02,5.0,United Arab Emirates,0,,Other,1,1,1,Former,2019
2019-07-07,3.0,Hong Kong,1,Associate,Other,,1,0,Current,2019
2019-07-08,4.0,Philippines,0,Senior Associate,Other,,,,Former,2019
2019-07-11,4.0,Ireland,0,Associate,Other,1,1,,Former,2019
2019-07-12,5.0,United Kingdom,1,Senior Manager,Other,,,,Current,2019
2019-07-13,3.0,Other,1,,Support (HR/Ops/Finance),,,,Current,2019
2019-07-15,2.0,United States,1,Associate,Audit–Assurance,-1,0,0,Current,2019
2019-07-18,5.0,United States,1,,Audit–Assurance,,,,Current,2019
2019-07-21,4.0,Other,1,,Audit–Assurance,1,0,0,Current,2019
2019-07-24,5.0,India,1,Senior Associate,Other,1,0,0,Current,2019
2019-07-26,5.0,Poland,1,Intern,Other,,0,,Current,2019
2019-07-29,5.0,Ireland,1,Associate,Other,1,1,1,Current,2019
2019-07-30,5.0,Nigeria,1,,Tech–IT–Data,1,1,1,Current,2019
2019-07-31,5.0,China,1,Senior Associate,Other,1,1,1,Current,2019
2019-08-08,5.0,United States,1,Intern,Other,1,1,0,Current,2019
2019-08-23,5.0,India,1,Associate,Other,1,1,,Current,2019
2019-08-23,5.0,Indonesia,1,Senior Associate,Other,1,1,,Current,2019
2019-08-27,4.0,India,0,Senior Manager,Tech–IT–Data,,,,Former,2019
2019-09-03,3.0,Japan,1,Associate,Other,1,1,,Current,2019
2019-09-03,5.0,Singapore,1,Senior Associate,Other,,,,Current,2019
2019-09-03,3.0,United States,0,Associate,Audit–Assurance,,,,Former,2019
2019-09-04,4.0,United Kingdom,1,,Other,,,,Current,2019
2019-09-22,4.0,Nigeria,1,Senior Associate,Other,,,1,Current,2019
2019-09-23,4.0,Ireland,0,,Other,,,,Former,2019
2019-09-24,5.0,United States,1,Associate,Consulting–Advisory,1,1,1,Current,2019
2019-09-26,4.0,United Kingdom,1,Intern,Other,,1,1,Current,2019
2019-09-26,4.0,Hungary,0,Manager,Other,1,0,,Former,2019
2019-10-03,5.0,United Kingdom,1,Associate,Other,1,1,0,Current,2019
2019-10-06,3.0,Hong Kong,0,,Other,,0,0,Former,2019
2019-10-09,5.0,United Kingdom,1,Associate,Other,,1,1,Current,2019
2019-10-09,5.0,United Kingdom,1,Manager,Other,,1,,Current,2019
2019-10-14,4.0,Other,1,Associate,Other,1,0,0,Current,2019
2019-10-14,4.0,United Kingdom,1,Senior Associate,Other,1,1,1,Current,2019
2019-10-16,4.0,India,0,Associate,Other,,,,Former,2019
2019-10-22,3.0,United States,1,,Risk,,,,Current,2019
2019-10-24,3.0,United States,0,Intern,Audit–Assurance,,1,0,Former,2019
2019-10-28,4.0,India,0,,Other,,,,Former,2019
2019-11-02,2.0,United Kingdom,1,Associate,Other,,,1,Current,2019
2019-11-02,3.0,India,1,Associate,Other,-1,0,0,Current,2019
2019-11-10,5.0,Sri Lanka,1,Intern,Tech–IT–Data,,,,Current,2019
2019-11-18,3.0,Hong Kong,1,Senior Associate,Other,1,1,1,Current,2019
2019-11-19,4.0,United Kingdom,0,,Other,,1,1,Former,2019
2019-11-21,1.0,Ireland,1,,Other,-1,-1,-1,Current,2019
2019-11-25,4.0,Spain,1,Senior Associate,Audit–Assurance,1,1,1,Current,2019
2019-12-04,5.0,United States,1,,Other,1,1,1,Current,2019
2019-12-06,5.0,United Kingdom,0,Senior Manager,Other,1,1,1,Former,2019
2019-12-09,4.0,Bahrain,0,Senior Manager,Other,1,0,0,Former,2019
2019-12-09,3.0,Other,1,Associate,Audit–Assurance,,,,Current,2019
2019-12-13,5.0,United Kingdom,1,Senior Associate,Consulting–Advisory,1,1,1,Current,2019
2019-12-16,4.0,China,0,Intern,Audit–Assurance,,,,Former,2019
2019-12-23,4.0,United States,0,Intern,Other,1,1,1,Former,2019
2020-01-16,5.0,China,1,Intern,Other,,1,1,Current,2020
2020-01-24,5.0,United Kingdom,1,Associate,Audit–Assurance,,1,1,Current,2020
2020-01-26,5.0,United States,1,,Other,1,1,1,Current,2020
2020-02-16,4.0,United Kingdom,1,Associate,Tax,1,1,1,Current,2020
2020-02-17,5.0,Other,0,,Consulting–Advisory,,,,Former,2020
2020-02-19,3.0,United Kingdom,1,,Audit–Assurance,1,0,1,Current,2020
2020-02-20,5.0,India,0,,Other,1,1,1,Former,2020
2020-02-21,5.0,Australia,0,Intern,Other,,1,0,Former,2020
2020-02-23,5.0,Singapore,0,,Support (HR/Ops/Finance),1,1,1,Former,2020
2020-02-23,5.0,Turkey,0,Manager,Consulting–Advisory,,,1,Former,2020
2020-02-26,3.0,Hong Kong,1,Senior Associate,Other,,0,0,Current,2020
2020-03-01,5.0,Russia,1,Associate,Other,,,,Current,2020
2020-03-03,4.0,United Kingdom,0,,Other,,,,Former,2020
2020-03-05,4.0,Germany,1,Manager,Other,-1,-1,,Current,2020
2020-03-09,3.0,United States,0,Associate,Other,-1,,,Former,2020
2020-03-15,4.0,Hong Kong,1,Senior Associate,Other,,,,Current,2020
2020-03-15,5.0,United States,0,,Other,1,1,1,Former,2020
2020-03-22,5.0,Vietnam,1,Associate,Tax,1,1,1,Current,2020
2020-03-23,3.0,Philippines,0,Associate,Other,,,,Former,2020
2020-03-25,4.0,United States,1,Associate,Other,,,,Current,2020
2020-03-27,4.0,Indonesia,0,Associate,Tech–IT–Data,,,,Former,2020
2020-04-01,5.0,Hong Kong,1,Manager,Other,1,1,1,Current,2020
2020-04-01,5.0,Spain,0,Senior Associate,Other,1,1,,Former,2020
2020-04-02,5.0,Denmark,1,,Other,1,1,0,Current,2020
2020-04-03,5.0,Ireland,0,Intern,Other,,,,Former,2020
2020-04-03,4.0,South Africa,1,Manager,Audit–Assurance,,,,Current,2020
2020-04-04,5.0,United Kingdom,1,,Tech–IT–Data,,1,,Current,2020
2020-04-05,4.0,Indonesia,0,Associate,Other,,,,Former,2020
2020-04-11,5.0,United States,1,Associate,Tax,1,1,1,Current,2020
2020-04-11,4.0,United States,1,Associate,Tax,,,1,Current,2020
2020-04-12,5.0,United States,0,Associate,Other,1,1,1,Former,2020
2020-04-15,4.0,United Kingdom,1,,Support (HR/Ops/Finance),,,,Current,2020
2020-04-21,4.0,Hong Kong,0,Manager,Other,,,,Former,2020
2020-04-23,5.0,Nigeria,1,Senior Associate,Other,,1,1,Current,2020
2020-04-25,3.0,India,1,Associate,Other,1,1,0,Current,2020
2020-04-26,4.0,United States,1,Manager,Consulting–Advisory,,,,Current,2020
2020-04-27,5.0,Singapore,1,Associate,Other,,,,Current,2020
2020-05-01,4.0,United Kingdom,0,Senior Associate,Other,1,0,0,Former,2020
2020-05-04,5.0,United Kingdom,1,Senior Associate,Other,1,0,1,Current,2020
2020-05-04,1.0,United States,0,Senior Associate,Audit–Assurance,-1,0,-1,Former,2020
2020-05-04,4.0,India,1,Associate,Tech–IT–Data,1,0,1,Current,2020
2020-05-08,4.0,Taiwan,0,Senior Associate,Tax,1,1,1,Former,2020
2020-05-09,3.0,Lebanon,0,Manager,Other,,,,Former,2020
2020-05-12,4.0,Philippines,0,Associate,Other,,,,Former,2020
2020-05-13,5.0,Other,0,Associate,Other,1,1,1,Former,2020
2020-05-13,3.0,India,1,Manager,Other,,0,,Current,2020
2020-05-13,4.0,Nigeria,0,Senior Associate,Other,1,,,Former,2020
2020-05-13,5.0,United States,1,Intern,Other,,,,Current,2020
2020-05-15,5.0,New Zealand,0,,Other,1,1,0,Former,2020
2020-05-16,5.0,United Kingdom,0,,Other,,,,Former,2020
2020-05-18,3.0,India,0,Senior Associate,Tech–IT–Data,,,,Former,2020
2020-05-20,2.0,Ireland,1,Associate,Tax,-1,1,,Current,2020
2020-05-20,4.0,Hong Kong,1,Intern,Other,,,,Current,2020
2020-05-22,4.0,United States,0,,Other,,,,Former,2020
2020-05-23,5.0,Ukraine,0,Senior Associate,Other,,,,Former,2020
2020-05-27,4.0,China,0,Associate,Other,,0,1,Former,2020
2020-05-29,5.0,United States,0,,Support (HR/Ops/Finance),,,,Former,2020
2020-06-01,4.0,United States,0,Manager,Other,1,1,1,Former,2020
2020-06-06,3.0,Ireland,1,,Other,,,,Current,2020
2020-06-09,4.0,Luxembourg,0,Associate,Consulting–Advisory,,1,1,Former,2020
2020-06-09,4.0,Germany,0,Intern,Support (HR/Ops/Finance),,1,0,Former,2020
2020-06-11,4.0,United Kingdom,0,,Other,1,1,,Former,2020
2020-06-12,4.0,United States,1,Associate,Tax,,1,1,Current,2020
2020-06-15,2.0,United States,0,Associate,Other,-1,-1,-1,Former,2020
2020-06-17,3.0,Portugal,0,Associate,Consulting–Advisory,,,,Former,2020
2020-06-17,3.0,United States,1,Associate,Other,,1,,Current,2020
2020-06-18,4.0,Italy,1,Associate,Other,,,,Current,2020
2020-06-19,5.0,Ireland,1,Associate,Tech–IT–Data,,1,1,Current,2020
2020-06-22,3.0,United States,1,Manager,Other,,,,Current,2020
2020-06-22,5.0,India,1,Associate,Other,1,1,1,Current,2020
2020-06-23,5.0,United States,0,Associate,Audit–Assurance,1,1,1,Former,2020
2020-06-24,3.0,United States,0,,Other,,,,Former,2020
2020-06-25,4.0,Australia,0,,Other,,,,Former,2020
2020-06-27,4.0,India,0,Director,Other,,1,1,Former,2020
2020-07-01,5.0,United Kingdom,0,Senior Associate,Other,1,1,1,Former,2020
2020-07-05,5.0,Nigeria,0,Intern,Audit–Assurance,1,1,1,Former,2020
2020-07-05,5.0,United States,1,Senior Associate,Other,,,,Current,2020
2020-07-05,5.0,Malaysia,1,Associate,Audit–Assurance,1,1,,Current,2020
2020-07-11,5.0,United States,0,Senior Associate,Other,1,0,,Former,2020
2020-07-13,4.0,Other,0,Associate,Other,,,,Former,2020
2020-07-17,5.0,United Arab Emirates,0,Manager,Other,,,,Former,2020
2020-07-18,4.0,India,1,Manager,Other,1,1,1,Current,2020
2020-07-22,4.0,India,0,,Other,,,,Former,2020
2020-07-23,4.0,United Arab Emirates,1,,Other,,,,Current,2020
2020-07-24,3.0,United Kingdom,0,Senior Associate,Other,1,1,,Former,2020
2020-07-24,4.0,Other,0,,Other,1,1,1,Former,2020
2020-08-03,5.0,United Kingdom,1,Senior Associate,Audit–Assurance,,,,Current,2020
2020-08-04,5.0,Singapore,1,Senior Manager,Other,1,1,1,Current,2020
2020-08-05,4.0,United States,0,Senior Associate,Tech–IT–Data,1,1,,Former,2020
2020-08-05,5.0,United States,1,,Audit–Assurance,,1,1,Current,2020
2020-08-05,4.0,Philippines,0,Senior Associate,Other,,1,1,Former,2020
2020-08-06,4.0,India,1,,Other,,,,Current,2020
2020-08-07,5.0,United States,1,Associate,Tax,1,1,,Current,2020
2020-08-08,5.0,United States,1,Senior Associate,Tax,1,1,,Current,2020
2020-08-09,4.0,Thailand,1,Associate,Audit–Assurance,1,1,1,Current,2020
2020-08-09,4.0,Singapore,0,Senior Manager,Other,,,,Former,2020
2020-08-10,4.0,India,0,Associate,Tech–IT–Data,,,,Former,2020
2020-08-12,5.0,Estonia,1,Associate,Other,1,1,0,Current,2020
2020-08-13,3.0,Ireland,1,Associate,Other,,,,Current,2020
2020-08-13,5.0,United Kingdom,0,Associate,Other,,,,Former,2020
2020-08-14,5.0,Other,1,,Other,,0,0,Current,2020
2020-08-17,4.0,Portugal,1,Manager,Consulting–Advisory,,,,Current,2020
2020-08-17,5.0,United States,0,Intern,Consulting–Advisory,,,,Former,2020
